rank,intersection_id,street_names,neighbourhood,road_classes,road_class_weight,nearest_traffic_volume,traffic_volume_available,signalised,full_signal,road_hierarchy_score,metric,value,source,methodology_note
256,CNV-INT-0406,CHESTERFIELD AVE / W 21ST ST,Central Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
257,CNV-INT-0408,CHESTERFIELD AVE / W 22ND ST,Central Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
258,CNV-INT-0260,E 2ND ST / ST. GEORGES AVE,Lower Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
259,CNV-INT-0099,E 6TH ST / ST. GEORGES AVE,Lower Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
260,CNV-INT-0076,E 3RD ST / ST. PATRICKS AVE,Lower Lonsdale,Minor / local,0.45,,False,False,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
261,CNV-INT-0105,E KEITH RD / E VICTORIA PARK AVE,Lower Lonsdale,Minor,0.45,,False,False,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
262,CNV-INT-0189,E 14TH ST / ST. GEORGES AVE,Central Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
263,CNV-INT-0210,E 20TH ST / ST. GEORGES AVE,Central Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
264,CNV-INT-0082,E 3RD ST / ST. ANDREWS AVE,Lower Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
265,CNV-INT-0204,E 18TH ST / ST. GEORGES AVE,Central Lonsdale,Minor / local,0.45,,False,False,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
266,CNV-INT-0216,E 22ND ST / ST. GEORGES AVE,Central Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
267,CNV-INT-0087,E KEITH RD / ST. ANDREWS AVE,Lower Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
268,CNV-INT-0086,E 5TH ST / ST. GEORGES AVE,Lower Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
269,CNV-INT-0193,E 16TH ST / ST. GEORGES AVE,Central Lonsdale,Minor / local,0.45,,False,False,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
270,CNV-INT-0183,E 13TH ST / MOODY AVE,Grand Boulevard,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
271,CNV-INT-0089,E KEITH RD / ST. DAVIDS AVE,Central Lonsdale,Minor / local,0.45,,False,False,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
272,CNV-INT-0106,E 8TH ST / ST. GEORGES AVE,Central Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
273,CNV-INT-0223,E 24TH ST / ST. GEORGES AVE,Central Lonsdale,Minor / local,0.45,,False,False,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
274,CNV-INT-0182,E 13TH ST / ST. ANDREWS AVE,Central Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
275,CNV-INT-0181,E 13TH ST / RIDGEWAY AVE,Central Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
276,CNV-INT-0091,E KEITH RD,Central Lonsdale,Minor,0.45,,False,False,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
277,CNV-INT-0090,E KEITH RD / RIDGEWAY AVE,Central Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
278,CNV-INT-0102,E KEITH RD / ST. GEORGES AVE,Lower Lonsdale,Minor,0.45,,False,False,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
279,CNV-INT-0119,E 11TH ST / ST. GEORGES AVE,Central Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
280,CNV-INT-0117,E 10TH ST / ST. GEORGES AVE,Central Lonsdale,Minor / local,0.45,,False,True,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
281,CNV-INT-0213,E 21ST ST / ST. GEORGES AVE,Central Lonsdale,Minor / local,0.45,,False,False,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
282,CNV-INT-0101,E KEITH RD / ST. GEORGES AVE,Lower Lonsdale,Minor,0.45,,False,False,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
283,CNV-INT-0122,E 12TH ST / ST. GEORGES AVE,Central Lonsdale,Minor / local,0.45,,False,False,True,52.09,road_hierarchy_score,52.09,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
284,CNV-INT-0143,E 17TH ST / WILLIAM AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
285,CNV-INT-0420,JONES AVE / W 24TH ST,Mahon,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
286,CNV-INT-0421,LARSON RD / W 24TH ST,Mahon,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
287,CNV-INT-0258,E ESPLANADE / ST. ANDREWS AVE,Lower Lonsdale,local,0.25,,False,True,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
288,CNV-INT-0142,E 17TH ST / RUFUS AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
289,CNV-INT-0424,CHURCHILL CRES / MACKAY RD,Marine-Hamilton,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
290,CNV-INT-0024,E 2ND ST / RIDGEWAY AVE,Moodyville,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
291,CNV-INT-0023,E 2ND ST / MOODY AVE,Moodyville,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
292,CNV-INT-0022,E 1ST ST / E 2ND ST,Moodyville,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
293,CNV-INT-0020,E 4TH ST / SUTHERLAND AVE,Moodyville,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
294,CNV-INT-0141,E 16TH ST / WILLIAM AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
295,CNV-INT-0140,E 16TH ST / RUFUS AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
296,CNV-INT-0092,LYON PL / RIDGEWAY AVE,Central Lonsdale,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
297,CNV-INT-0138,E 16TH ST / SUTHERLAND AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
298,CNV-INT-0019,E 4TH ST / HENDRY AVE,Moodyville,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
299,CNV-INT-0018,E 4TH ST / HEYWOOD ST,Moodyville,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
300,CNV-INT-0436,W 17TH ST / WOLFE ST,Mahon,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
301,CNV-INT-0021,HENDRY AVE / SHAVINGTON ST,Moodyville,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
302,CNV-INT-0152,E 19TH ST / SUTHERLAND AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
303,CNV-INT-0145,E 17TH ST / SUTHERLAND AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
304,CNV-INT-0416,MAHON AVE / W 24TH ST,Mahon,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
305,CNV-INT-0085,E 6TH ST / ST. ANDREWS AVE,Lower Lonsdale,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
306,CNV-INT-0175,E 22ND ST / RIDGEWAY AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
307,CNV-INT-0392,MAHON AVE / W 16TH ST,Central Lonsdale,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
308,CNV-INT-0174,E 22ND ST / QUEENSBURY AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
309,CNV-INT-0173,E 22ND ST / MOODY AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
310,CNV-INT-0171,E 21ST ST / MOODY AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
311,CNV-INT-0170,E 21ST ST / QUEENSBURY AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
312,CNV-INT-0169,E 20TH ST / RIDGEWAY AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
313,CNV-INT-0398,MAHON AVE / W 18TH ST,Mahon,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
314,CNV-INT-0088,E 7TH ST / ST. DAVIDS AVE,Moodyville,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
315,CNV-INT-0402,MAHON AVE / W 20TH ST,Mahon,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
316,CNV-INT-0163,E 20TH ST / MOODY AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
317,CNV-INT-0404,MAHON AVE / W 21ST ST,Mahon,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
318,CNV-INT-0162,E 20TH ST / QUEENSBURY AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
319,CNV-INT-0158,E 18TH ST / RIDGEWAY AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
320,CNV-INT-0157,E 18TH ST / MOODY AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
321,CNV-INT-0156,CASANO DR / RUFUS DR,Cedar Village,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
322,CNV-INT-0155,CEDAR VILLAGE CL / CEDAR VILLAGE CRES,Cedar Village,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
323,CNV-INT-0154,E 18TH ST / WILLIAM AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
324,CNV-INT-0153,CEDAR VILLAGE CRES / RUFUS DR,Cedar Village,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
325,CNV-INT-0412,MAHON AVE / W 22ND ST,Mahon,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
326,CNV-INT-0017,E 4TH ST / KENNARD AVE,Moodyville,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
327,CNV-INT-0149,E 18TH ST / SUTHERLAND AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
328,CNV-INT-0437,FIR ST / WOLFE ST,Mahon,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
329,CNV-INT-0096,E 8TH ST / RIDGEWAY AVE,Central Lonsdale,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
330,CNV-INT-0093,LYON PL / MOODY AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
331,CNV-INT-0111,E 10TH ST / MOODY AVE,Grand Boulevard,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
332,CNV-INT-0473,CHESTERFIELD AVE / W 25TH ST,Westview,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
333,CNV-INT-0474,MAHON AVE / W 25TH ST,Westview,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
334,CNV-INT-0475,JONES AVE / W 25TH ST,Westview,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
335,CNV-INT-0476,MAHON AVE / W 26TH ST,Westview,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
336,CNV-INT-0477,CHESTERFIELD AVE / W 26TH ST,Westview,local,0.25,,False,False,True,22.07,road_hierarchy_score,22.07,Derived; see DATA_SOURCES.md for each contributing layer,Road hierarchy only. Measured traffic volumes were removed from this score because they cover just 40 of 503 intersections; they are reported as the separate nearest_traffic_volume column. This is NOT a measured traffic ranking.
