rank,feature_id,feature_name,metric,value,source,methodology_note
29,59150097,DA 59150097,population_2021,711.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
30,59150082,DA 59150082,population_2021,709.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
31,59150081,DA 59150081,population_2021,697.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
32,59150074,DA 59150074,population_2021,696.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
33,59150094,DA 59150094,population_2021,687.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
34,59150191,DA 59150191,population_2021,683.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
35,59150186,DA 59150186,population_2021,668.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
36,59150184,DA 59150184,population_2021,666.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
37,59150176,DA 59150176,population_2021,664.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
38,59150203,DA 59150203,population_2021,659.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
39,59150210,DA 59150210,population_2021,658.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
40,59150213,DA 59150213,population_2021,619.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
41,59150190,DA 59150190,population_2021,611.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
42,59150089,DA 59150089,population_2021,606.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
43,59150205,DA 59150205,population_2021,601.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
44,59150092,DA 59150092,population_2021,598.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
45,59150206,DA 59150206,population_2021,595.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
46,59150093,DA 59150093,population_2021,593.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
47,59150199,DA 59150199,population_2021,588.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
48,59150099,DA 59150099,population_2021,581.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
49,59150201,DA 59150201,population_2021,577.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
50,59150194,DA 59150194,population_2021,573.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
51,59150189,DA 59150189,population_2021,571.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
52,59150096,DA 59150096,population_2021,569.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
53,59150090,DA 59150090,population_2021,565.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
54,59150196,DA 59150196,population_2021,564.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
55,59150193,DA 59150193,population_2021,562.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
56,59150083,DA 59150083,population_2021,545.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
57,59151761,DA 59151761,population_2021,545.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
58,59150197,DA 59150197,population_2021,544.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
59,59150076,DA 59150076,population_2021,536.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
60,59150095,DA 59150095,population_2021,530.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
61,59150181,DA 59150181,population_2021,527.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
62,59150142,DA 59150142,population_2021,523.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
63,59150079,DA 59150079,population_2021,517.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
64,59150146,DA 59150146,population_2021,511.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
65,59153963,DA 59153963,population_2021,508.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
66,59150180,DA 59150180,population_2021,507.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
67,59150140,DA 59150140,population_2021,498.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
68,59150143,DA 59150143,population_2021,497.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
69,59150188,DA 59150188,population_2021,476.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
70,59153236,DA 59153236,population_2021,466.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
71,59153238,DA 59153238,population_2021,463.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
72,59150077,DA 59150077,population_2021,456.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
73,59150087,DA 59150087,population_2021,437.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
74,59150098,DA 59150098,population_2021,429.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
75,59150075,DA 59150075,population_2021,427.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
76,59153965,DA 59153965,population_2021,378.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
77,59150088,DA 59150088,population_2021,377.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
78,59150212,DA 59150212,population_2021,365.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
79,59150080,DA 59150080,population_2021,344.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
1,59153241,DA 59153241,adult_population_18plus_proxy,2088.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
2,59153970,DA 59153970,adult_population_18plus_proxy,2031.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
3,59153235,DA 59153235,adult_population_18plus_proxy,1386.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
4,59153327,DA 59153327,adult_population_18plus_proxy,1271.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
5,59153971,DA 59153971,adult_population_18plus_proxy,1200.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
6,59150141,DA 59150141,adult_population_18plus_proxy,1161.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
7,59153328,DA 59153328,adult_population_18plus_proxy,1117.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
8,59150187,DA 59150187,adult_population_18plus_proxy,1051.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
9,59150200,DA 59150200,adult_population_18plus_proxy,1004.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
10,59150192,DA 59150192,adult_population_18plus_proxy,938.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
11,59153234,DA 59153234,adult_population_18plus_proxy,840.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
12,59150085,DA 59150085,adult_population_18plus_proxy,826.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
13,59150084,DA 59150084,adult_population_18plus_proxy,824.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
14,59150073,DA 59150073,adult_population_18plus_proxy,804.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
15,59153237,DA 59153237,adult_population_18plus_proxy,793.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
16,59153239,DA 59153239,adult_population_18plus_proxy,742.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
17,59150091,DA 59150091,adult_population_18plus_proxy,689.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
18,59150145,DA 59150145,adult_population_18plus_proxy,666.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
19,59150202,DA 59150202,adult_population_18plus_proxy,665.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
20,59150185,DA 59150185,adult_population_18plus_proxy,661.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
21,59150086,DA 59150086,adult_population_18plus_proxy,659.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
22,59150182,DA 59150182,adult_population_18plus_proxy,657.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
23,59150204,DA 59150204,adult_population_18plus_proxy,654.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
24,59150198,DA 59150198,adult_population_18plus_proxy,652.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
25,59150178,DA 59150178,adult_population_18plus_proxy,621.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
26,59150191,DA 59150191,adult_population_18plus_proxy,616.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
27,59150195,DA 59150195,adult_population_18plus_proxy,602.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
28,59150184,DA 59150184,adult_population_18plus_proxy,599.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
29,59150186,DA 59150186,adult_population_18plus_proxy,596.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
30,59150094,DA 59150094,adult_population_18plus_proxy,584.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
31,59150183,DA 59150183,adult_population_18plus_proxy,584.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
32,59150082,DA 59150082,adult_population_18plus_proxy,582.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
33,59150081,DA 59150081,adult_population_18plus_proxy,570.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
34,59150078,DA 59150078,adult_population_18plus_proxy,558.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
35,59150190,DA 59150190,adult_population_18plus_proxy,555.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
36,59150097,DA 59150097,adult_population_18plus_proxy,553.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
37,59150092,DA 59150092,adult_population_18plus_proxy,546.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
38,59150210,DA 59150210,adult_population_18plus_proxy,542.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
39,59150074,DA 59150074,adult_population_18plus_proxy,536.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
40,59150203,DA 59150203,adult_population_18plus_proxy,533.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
41,59150194,DA 59150194,adult_population_18plus_proxy,527.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
42,59150199,DA 59150199,adult_population_18plus_proxy,526.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
43,59150193,DA 59150193,adult_population_18plus_proxy,521.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
44,59150213,DA 59150213,adult_population_18plus_proxy,508.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
45,59150189,DA 59150189,adult_population_18plus_proxy,507.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
46,59150093,DA 59150093,adult_population_18plus_proxy,492.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
47,59150197,DA 59150197,adult_population_18plus_proxy,488.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
48,59150089,DA 59150089,adult_population_18plus_proxy,487.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
49,59150206,DA 59150206,adult_population_18plus_proxy,476.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
50,59150096,DA 59150096,adult_population_18plus_proxy,471.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
51,59150201,DA 59150201,adult_population_18plus_proxy,469.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
52,59150205,DA 59150205,adult_population_18plus_proxy,467.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
53,59150196,DA 59150196,adult_population_18plus_proxy,467.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
54,59150176,DA 59150176,adult_population_18plus_proxy,462.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
55,59150099,DA 59150099,adult_population_18plus_proxy,457.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
56,59150090,DA 59150090,adult_population_18plus_proxy,453.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
57,59150083,DA 59150083,adult_population_18plus_proxy,448.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
58,59150079,DA 59150079,adult_population_18plus_proxy,438.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
59,59150188,DA 59150188,adult_population_18plus_proxy,437.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
60,59153963,DA 59153963,adult_population_18plus_proxy,425.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
61,59150142,DA 59150142,adult_population_18plus_proxy,421.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
62,59150095,DA 59150095,adult_population_18plus_proxy,421.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
63,59150146,DA 59150146,adult_population_18plus_proxy,418.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
64,59150076,DA 59150076,adult_population_18plus_proxy,418.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
65,59151761,DA 59151761,adult_population_18plus_proxy,416.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
66,59150140,DA 59150140,adult_population_18plus_proxy,416.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
67,59150181,DA 59150181,adult_population_18plus_proxy,414.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
68,59153236,DA 59153236,adult_population_18plus_proxy,399.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
69,59150087,DA 59150087,adult_population_18plus_proxy,398.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
70,59150143,DA 59150143,adult_population_18plus_proxy,397.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
71,59150180,DA 59150180,adult_population_18plus_proxy,388.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
72,59153238,DA 59153238,adult_population_18plus_proxy,376.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
73,59153965,DA 59153965,adult_population_18plus_proxy,349.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
74,59150077,DA 59150077,adult_population_18plus_proxy,343.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
75,59150075,DA 59150075,adult_population_18plus_proxy,340.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
76,59150098,DA 59150098,adult_population_18plus_proxy,336.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
77,59150088,DA 59150088,adult_population_18plus_proxy,326.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
78,59150212,DA 59150212,adult_population_18plus_proxy,298.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
79,59150080,DA 59150080,adult_population_18plus_proxy,292.0,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas",Directly from the 2021 Census Profile for that dissemination area.
