rank,intersection_id,street_names,neighbourhood,transit_stops_100m,transit_stops_250m,transit_stops_400m,transit_departures_250m,transit_departures_am_peak_250m,transit_score,metric,value,source,methodology_note
230,CNV-INT-0250,E 25TH ST / LONSDALE AVE / W 25TH ST,Central Lonsdale,0,2,7,301.0,42.0,53.87,transit_score,53.87,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
231,CNV-INT-0394,CHESTERFIELD AVE / W 18TH ST,Central Lonsdale,0,2,9,301.0,42.0,53.87,transit_score,53.87,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
232,CNV-INT-0480,W 26TH ST / WESTERN AVE,Central Lonsdale,0,2,8,301.0,42.0,53.87,transit_score,53.87,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
233,CNV-INT-0177,BOULEVARD CRES / LYNN VALLEY RD / UPPER LEVELS HWY,Tempe,1,2,6,301.0,42.0,53.87,transit_score,53.87,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
234,CNV-INT-0170,E 21ST ST / QUEENSBURY AVE,Grand Boulevard,0,2,3,301.0,42.0,53.87,transit_score,53.87,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
235,CNV-INT-0165,BOULEVARD CRES / E 21ST ST / UPPER LEVELS RAMP,Grand Boulevard,1,2,4,301.0,42.0,53.87,transit_score,53.87,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
236,CNV-INT-0482,CHESTERFIELD AVE / W 27TH ST,Central Lonsdale,0,2,8,301.0,42.0,53.87,transit_score,53.87,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
237,CNV-INT-0221,E 23RD ST / ST. GEORGES AVE,Central Lonsdale,0,2,4,301.0,42.0,53.87,transit_score,53.87,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
238,CNV-INT-0213,E 21ST ST / ST. GEORGES AVE,Central Lonsdale,0,2,6,301.0,42.0,53.87,transit_score,53.87,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
239,CNV-INT-0207,E 19TH ST / ST. GEORGES AVE,Central Lonsdale,0,2,6,301.0,42.0,53.87,transit_score,53.87,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
240,CNV-INT-0464,MACKAY AVE / W 22ND ST,Marine-Hamilton,1,4,8,216.0,16.0,53.6,transit_score,53.6,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
241,CNV-INT-0055,E KEITH RD / RIDGEWAY AVE,Grand Boulevard,2,5,8,179.0,15.0,53.53,transit_score,53.53,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
242,CNV-INT-0091,E KEITH RD,Central Lonsdale,1,5,7,179.0,15.0,53.53,transit_score,53.53,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
243,CNV-INT-0089,E KEITH RD / ST. DAVIDS AVE,Central Lonsdale,1,5,7,179.0,15.0,53.53,transit_score,53.53,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
244,CNV-INT-0070,E 3RD ST / ST. DAVIDS AVE,Moodyville,0,3,6,255.0,34.0,53.27,transit_score,53.27,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
245,CNV-INT-0078,E 4TH ST / ST. DAVIDS AVE,Moodyville,0,3,5,255.0,34.0,53.27,transit_score,53.27,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
246,CNV-INT-0260,E 2ND ST / ST. GEORGES AVE,Lower Lonsdale,1,3,13,253.0,33.0,53.01,transit_score,53.01,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
247,CNV-INT-0203,E 17TH ST / ST. ANDREWS AVE,Central Lonsdale,0,2,5,291.0,43.0,52.76,transit_score,52.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
248,CNV-INT-0200,E 17TH ST / RIDGEWAY AVE,Grand Boulevard,0,2,6,291.0,43.0,52.76,transit_score,52.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
249,CNV-INT-0182,E 13TH ST / ST. ANDREWS AVE,Central Lonsdale,0,2,5,291.0,43.0,52.76,transit_score,52.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
250,CNV-INT-0181,E 13TH ST / RIDGEWAY AVE,Central Lonsdale,0,2,6,291.0,43.0,52.76,transit_score,52.76,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
251,CNV-INT-0496,WESTVIEW CRES / WESTVIEW DR,Westview,2,4,7,192.0,28.0,52.54,transit_score,52.54,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
252,CNV-INT-0489,WESTVIEW DR,Mahon,0,4,6,192.0,28.0,52.54,transit_score,52.54,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
253,CNV-INT-0490,UPPER LEVELS HWY / WESTVIEW DR,Westview,0,4,6,192.0,28.0,52.54,transit_score,52.54,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
254,CNV-INT-0492,WESTVIEW DR,Westview,1,4,6,192.0,28.0,52.54,transit_score,52.54,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
255,CNV-INT-0047,E 5TH ST / RIDGEWAY AVE,Moodyville,0,2,10,296.0,36.0,51.82,transit_score,51.82,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
256,CNV-INT-0183,E 13TH ST / MOODY AVE,Grand Boulevard,0,2,12,290.0,41.0,51.75,transit_score,51.75,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
257,CNV-INT-0199,E 17TH ST / MOODY AVE,Grand Boulevard,0,2,12,290.0,41.0,51.75,transit_score,51.75,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
258,CNV-INT-0042,E KEITH RD / HEYWOOD ST,,2,3,8,205.0,24.0,49.69,transit_score,49.69,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
259,CNV-INT-0369,FORBES AVE / W 15TH ST,Mahon,0,2,8,213.0,49.0,49.6,transit_score,49.6,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
260,CNV-INT-0436,W 17TH ST / WOLFE ST,Mahon,0,4,6,145.0,23.0,49.06,transit_score,49.06,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
261,CNV-INT-0435,LARSON RD / W 17TH ST,Mahon,2,4,6,145.0,23.0,49.06,transit_score,49.06,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
262,CNV-INT-0445,LARSON RD / W 19TH ST,Mahon,0,4,6,145.0,22.0,48.89,transit_score,48.89,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
263,CNV-INT-0393,MAHON AVE / W 17TH ST,Central Lonsdale,0,2,6,214.0,41.0,48.83,transit_score,48.83,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
264,CNV-INT-0337,MAHON AVE / W 6TH ST,Lower Lonsdale,0,2,11,214.0,40.0,48.65,transit_score,48.65,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
265,CNV-INT-0310,MAHON AVE / W 6TH ST,Lower Lonsdale,0,2,11,214.0,40.0,48.65,transit_score,48.65,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
266,CNV-INT-0313,MAHON AVE / W KEITH RD,Lower Lonsdale,0,2,7,214.0,40.0,48.65,transit_score,48.65,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
267,CNV-INT-0311,MAHON AVE / W 6TH ST,Lower Lonsdale,0,2,11,214.0,40.0,48.65,transit_score,48.65,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
268,CNV-INT-0100,E KEITH RD / ST. ANDREWS AVE,Central Lonsdale,2,4,7,145.0,12.0,47.3,transit_score,47.3,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
269,CNV-INT-0087,E KEITH RD / ST. ANDREWS AVE,Lower Lonsdale,2,4,7,145.0,12.0,47.3,transit_score,47.3,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
270,CNV-INT-0032,E 5TH ST / QUEENSBURY AVE,Moodyville,2,3,13,163.0,22.0,47.3,transit_score,47.3,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
271,CNV-INT-0083,E 4TH ST / ST. ANDREWS AVE,Lower Lonsdale,0,3,8,160.0,23.0,47.11,transit_score,47.11,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
272,CNV-INT-0307,MAHON AVE / W 5TH ST,Squamish Nation (Mission IR 1),0,2,12,207.0,26.0,46.84,transit_score,46.84,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
273,CNV-INT-0077,E 2ND ST / ST. ANDREWS AVE,Lower Lonsdale,0,3,6,158.0,22.0,46.7,transit_score,46.7,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
274,CNV-INT-0076,E 3RD ST / ST. PATRICKS AVE,Lower Lonsdale,2,3,5,158.0,22.0,46.7,transit_score,46.7,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
275,CNV-INT-0074,E 2ND ST / ST. PATRICKS AVE,Lower Lonsdale,0,3,5,158.0,22.0,46.7,transit_score,46.7,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
276,CNV-INT-0068,E 2ND ST / ST. DAVIDS AVE,Moodyville,0,2,4,201.0,26.0,46.49,transit_score,46.49,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
277,CNV-INT-0237,E 27TH ST / TEMPE CRES,Tempe,0,3,5,166.0,14.0,46.24,transit_score,46.24,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
278,CNV-INT-0238,MAITLAND AVE / SOMERSET ST,Tempe,1,3,5,166.0,14.0,46.24,transit_score,46.24,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
279,CNV-INT-0247,E 28TH ST / ST. ANDREWS AVE,Tempe,2,3,5,166.0,14.0,46.24,transit_score,46.24,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
280,CNV-INT-0501,LARSON RD / W 29TH ST,Westview,0,4,12,142.0,16.0,46.03,transit_score,46.03,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
281,CNV-INT-0037,BROOKSBANK AVE / E 5TH ST,Moodyville,2,4,9,142.0,16.0,46.03,transit_score,46.03,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
282,CNV-INT-0487,JONES AVE / W 28TH ST,Westview,0,4,6,142.0,16.0,46.03,transit_score,46.03,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
283,CNV-INT-0322,MISSION RD / W ESPLANADE,Squamish Nation (Mission IR 1),0,2,12,206.0,20.0,46.01,transit_score,46.01,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
284,CNV-INT-0453,MACKAY AVE / W 19TH ST,Marine-Hamilton,2,3,7,161.0,11.0,45.3,transit_score,45.3,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
285,CNV-INT-0442,MACKAY AVE / W KEITH RD,Marine-Hamilton,0,3,10,161.0,11.0,45.3,transit_score,45.3,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
286,CNV-INT-0096,E 8TH ST / RIDGEWAY AVE,Central Lonsdale,0,4,8,142.0,12.0,45.15,transit_score,45.15,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
287,CNV-INT-0095,E 8TH ST / MOODY AVE,Grand Boulevard,0,4,13,142.0,12.0,45.15,transit_score,45.15,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
288,CNV-INT-0103,E 8TH ST / E 9TH ST,Central Lonsdale,0,4,6,142.0,12.0,45.15,transit_score,45.15,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
289,CNV-INT-0052,E 7TH ST / RIDGEWAY AVE,Moodyville,0,4,7,142.0,12.0,45.15,transit_score,45.15,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
290,CNV-INT-0090,E KEITH RD / RIDGEWAY AVE,Central Lonsdale,2,4,8,142.0,12.0,45.15,transit_score,45.15,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
291,CNV-INT-0092,LYON PL / RIDGEWAY AVE,Central Lonsdale,2,4,8,142.0,12.0,45.15,transit_score,45.15,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
292,CNV-INT-0102,E KEITH RD / ST. GEORGES AVE,Lower Lonsdale,2,4,8,142.0,12.0,45.15,transit_score,45.15,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
293,CNV-INT-0101,E KEITH RD / ST. GEORGES AVE,Lower Lonsdale,2,4,10,142.0,12.0,45.15,transit_score,45.15,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
294,CNV-INT-0434,BEWICKE AVE / LARSON RD,Mahon,2,3,6,144.0,22.0,44.74,transit_score,44.74,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
295,CNV-INT-0466,W 22ND ST / WESTVIEW DR,Mahon,2,3,5,144.0,21.0,44.56,transit_score,44.56,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
296,CNV-INT-0468,W 23RD ST / WESTVIEW DR,Mahon,2,3,6,144.0,21.0,44.56,transit_score,44.56,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
297,CNV-INT-0488,W 23RD ST / W 24TH CL,Mahon,2,3,6,144.0,21.0,44.56,transit_score,44.56,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
298,CNV-INT-0041,E 6TH ST / HENDRY AVE,Moodyville,0,2,8,171.0,17.0,43.97,transit_score,43.97,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
299,CNV-INT-0084,E 5TH ST / ST. ANDREWS AVE,Lower Lonsdale,0,3,10,143.0,18.0,43.66,transit_score,43.66,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
300,CNV-INT-0086,E 5TH ST / ST. GEORGES AVE,Lower Lonsdale,0,3,17,143.0,17.0,43.56,transit_score,43.56,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
301,CNV-INT-0293,CHESTERFIELD AVE / W 5TH ST,Lower Lonsdale,0,2,17,151.0,20.0,42.55,transit_score,42.55,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
302,CNV-INT-0312,CHESTERFIELD AVE / W 8TH ST,Central Lonsdale,0,1,11,183.0,20.0,42.21,transit_score,42.21,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
303,CNV-INT-0048,E 6TH ST / MOODY AVE,Moodyville,0,3,15,125.0,14.0,41.23,transit_score,41.23,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
304,CNV-INT-0239,WEYMOUTH DR / WILDING WAY,Tempe,0,1,4,152.0,22.0,40.57,transit_score,40.57,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
305,CNV-INT-0179,TEMPE KNOLL DR / WILDING WAY,Tempe,0,1,4,152.0,22.0,40.57,transit_score,40.57,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
306,CNV-INT-0204,E 18TH ST / ST. GEORGES AVE,Central Lonsdale,0,1,9,157.0,17.0,40.17,transit_score,40.17,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
307,CNV-INT-0264,VICTORY SHIP WAY / WALLACE MEWS,Lower Lonsdale,0,1,22,149.0,21.0,40.03,transit_score,40.03,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
308,CNV-INT-0174,E 22ND ST / QUEENSBURY AVE,Grand Boulevard,0,1,4,149.0,20.0,39.89,transit_score,39.89,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
309,CNV-INT-0477,CHESTERFIELD AVE / W 26TH ST,Westview,0,1,5,144.0,26.0,39.41,transit_score,39.41,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
310,CNV-INT-0472,UPPER LEVELS RAMP / W 25TH ST,Westview,0,1,5,144.0,26.0,39.41,transit_score,39.41,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
311,CNV-INT-0252,E 26TH ST / ST. GEORGES AVE,Tempe,0,1,8,144.0,26.0,39.41,transit_score,39.41,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
312,CNV-INT-0251,E 26TH ST / ST. GEORGES AVE,Tempe,0,1,8,144.0,26.0,39.41,transit_score,39.41,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
313,CNV-INT-0104,E 8TH ST / ST. ANDREWS AVE,Central Lonsdale,0,3,7,108.0,9.0,38.97,transit_score,38.97,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
314,CNV-INT-0085,E 6TH ST / ST. ANDREWS AVE,Lower Lonsdale,0,3,8,108.0,9.0,38.97,transit_score,38.97,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
315,CNV-INT-0088,E 7TH ST / ST. DAVIDS AVE,Moodyville,0,3,8,108.0,9.0,38.97,transit_score,38.97,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
316,CNV-INT-0099,E 6TH ST / ST. GEORGES AVE,Lower Lonsdale,0,3,12,108.0,9.0,38.97,transit_score,38.97,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
317,CNV-INT-0081,E 6TH ST / ST. DAVIDS AVE,Moodyville,0,3,9,108.0,9.0,38.97,transit_score,38.97,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
318,CNV-INT-0451,LARSON RD / W 20TH ST,Mahon,0,3,8,97.0,15.0,38.55,transit_score,38.55,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
319,CNV-INT-0450,CARSON CRT / W 20TH ST,Mahon,0,3,8,97.0,15.0,38.55,transit_score,38.55,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
320,CNV-INT-0447,LARSON RD / W 20TH ST,Mahon,0,3,8,97.0,15.0,38.55,transit_score,38.55,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
321,CNV-INT-0486,MAHON AVE / W 28TH ST,Westview,0,3,6,105.0,12.0,38.19,transit_score,38.19,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
322,CNV-INT-0119,E 11TH ST / ST. GEORGES AVE,Central Lonsdale,0,2,9,126.0,12.0,37.82,transit_score,37.82,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
323,CNV-INT-0033,E 5TH ST / SUTHERLAND AVE,Moodyville,0,2,10,109.0,14.0,37.52,transit_score,37.52,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
324,CNV-INT-0020,E 4TH ST / SUTHERLAND AVE,Moodyville,0,2,3,109.0,14.0,37.52,transit_score,37.52,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
325,CNV-INT-0246,E 27TH ST / ST. ANDREWS AVE,Tempe,0,2,5,109.0,10.0,36.9,transit_score,36.9,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
326,CNV-INT-0243,MUNDAY PL / TEMPE GLEN DR,Tempe,1,2,6,109.0,10.0,36.9,transit_score,36.9,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
327,CNV-INT-0236,BRAND ST / MAITLAND AVE,Tempe,0,2,5,109.0,10.0,36.9,transit_score,36.9,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
328,CNV-INT-0242,TEMPE GLEN DR / TEMPE KNOLL DR,Tempe,0,2,5,109.0,10.0,36.9,transit_score,36.9,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
329,CNV-INT-0241,MUNDAY PL / TEMPE GLEN DR,Tempe,0,2,5,109.0,10.0,36.9,transit_score,36.9,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
330,CNV-INT-0080,E 5TH ST / ST. DAVIDS AVE,Moodyville,0,2,10,106.0,15.0,35.91,transit_score,35.91,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
331,CNV-INT-0079,E 4TH ST / ST. PATRICKS AVE,Lower Lonsdale,0,2,6,106.0,15.0,35.91,transit_score,35.91,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
332,CNV-INT-0075,E 1ST ST / ST. ANDREWS AVE,Lower Lonsdale,0,2,6,106.0,15.0,35.91,transit_score,35.91,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
333,CNV-INT-0072,E 1ST ST / ST. PATRICKS AVE,Lower Lonsdale,0,2,4,106.0,15.0,35.91,transit_score,35.91,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
334,CNV-INT-0259,E 1ST ST / ST. GEORGES AVE,Lower Lonsdale,0,2,11,106.0,14.0,35.62,transit_score,35.62,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
335,CNV-INT-0458,HAMILTON AVE / W 20TH ST,Marine-Hamilton,0,2,4,108.0,8.0,35.57,transit_score,35.57,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
336,CNV-INT-0454,HAMILTON AVE / W 19TH ST,Marine-Hamilton,0,2,5,108.0,8.0,35.57,transit_score,35.57,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
337,CNV-INT-0441,CUMBERLAND CRES / HAMILTON AVE,Marine-Hamilton,0,2,7,108.0,8.0,35.57,transit_score,35.57,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
338,CNV-INT-0316,HARBOURSIDE DR / HARBOURSIDE PL,Marine-Hamilton,0,3,3,20.0,8.0,35.1,transit_score,35.1,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
339,CNV-INT-0329,AUTOMALL DR,Marine-Hamilton,0,3,3,20.0,8.0,35.1,transit_score,35.1,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
340,CNV-INT-0358,BEWICKE AVE / W 16TH ST,Marine-Hamilton,1,2,11,96.0,15.0,34.96,transit_score,34.96,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
341,CNV-INT-0433,BEWICKE AVE / W 16TH ST,Marine-Hamilton,1,2,11,96.0,15.0,34.96,transit_score,34.96,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
342,CNV-INT-0427,LARSON RD / W 16TH ST,Mahon,0,2,9,96.0,15.0,34.96,transit_score,34.96,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
343,CNV-INT-0397,JONES AVE / W 17TH ST,Mahon,0,1,4,108.0,16.0,34.61,transit_score,34.61,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
344,CNV-INT-0377,W 13TH ST / W 8TH ST,Central Lonsdale,0,1,10,108.0,16.0,34.61,transit_score,34.61,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
345,CNV-INT-0499,LARSON RD / W 28TH ST,Westview,0,2,11,71.0,8.0,33.01,transit_score,33.01,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
346,CNV-INT-0049,E 6TH ST / RIDGEWAY AVE,Moodyville,0,2,8,71.0,6.0,32.74,transit_score,32.74,Derived; see DATA_SOURCES.md for each contributing layer,Scheduled weekday departures from the TransLink GTFS feed within 250 m.
