rank,intersection_id,street_names,neighbourhood,onstreet_supply_250m,onstreet_peak_occupancy_250m,offstreet_spaces_400m,pay_stations_250m,accessible_parking_250m,parking_access_score,metric,value,source,methodology_note
221,CNV-INT-0345,W 2ND ST / W 3RD ST / W 6TH ST,Squamish Nation (Mission IR 1),42.0,0.613,0.0,0,0,52.4,parking_access_score,52.4,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
222,CNV-INT-0298,FORBES AVE / W 2ND ST,Squamish Nation (Mission IR 1),129.0,0.927,21.0,0,0,52.23,parking_access_score,52.23,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
223,CNV-INT-0197,E 16TH ST / RIDGEWAY AVE,Grand Boulevard,75.0,0.886,74.0,0,0,52.14,parking_access_score,52.14,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
224,CNV-INT-0175,E 22ND ST / RIDGEWAY AVE,Grand Boulevard,80.0,0.66,0.0,0,0,52.06,parking_access_score,52.06,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
225,CNV-INT-0321,FORBES AVE / W 1ST ST,Squamish Nation (Mission IR 1),124.0,0.935,47.0,3,2,51.92,parking_access_score,51.92,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
226,CNV-INT-0208,E 19TH ST / ST. ANDREWS AVE,Central Lonsdale,430.0,0.825,0.0,0,0,51.88,parking_access_score,51.88,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
227,CNV-INT-0205,E 18TH ST / ST. ANDREWS AVE,Central Lonsdale,437.0,0.844,0.0,0,0,51.21,parking_access_score,51.21,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
228,CNV-INT-0435,LARSON RD / W 17TH ST,Mahon,104.0,0.701,0.0,0,0,51.15,parking_access_score,51.15,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
229,CNV-INT-0091,E KEITH RD,Central Lonsdale,242.0,0.764,0.0,0,0,51.08,parking_access_score,51.08,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
230,CNV-INT-0357,BEWICKE AVE / W 15TH ST,Marine-Hamilton,250.0,0.782,0.0,0,0,50.54,parking_access_score,50.54,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
231,CNV-INT-0072,E 1ST ST / ST. PATRICKS AVE,Lower Lonsdale,387.0,0.823,0.0,1,2,50.2,parking_access_score,50.2,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
232,CNV-INT-0320,FORBES AVE / W ESPLANADE,Lower Lonsdale,54.0,1.094,169.0,2,2,49.72,parking_access_score,49.72,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
233,CNV-INT-0349,FELL AVE / W 3RD ST,Marine-Hamilton,53.0,0.681,0.0,0,0,49.11,parking_access_score,49.11,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
234,CNV-INT-0084,E 5TH ST / ST. ANDREWS AVE,Lower Lonsdale,472.0,0.889,0.0,0,0,49.04,parking_access_score,49.04,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
235,CNV-INT-0358,BEWICKE AVE / W 16TH ST,Marine-Hamilton,234.0,0.796,0.0,0,0,48.91,parking_access_score,48.91,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
236,CNV-INT-0099,E 6TH ST / ST. GEORGES AVE,Lower Lonsdale,474.0,0.9,0.0,0,1,48.66,parking_access_score,48.66,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
237,CNV-INT-0085,E 6TH ST / ST. ANDREWS AVE,Lower Lonsdale,400.0,0.868,0.0,0,0,48.41,parking_access_score,48.41,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
238,CNV-INT-0355,BEWICKE AVE / W 14TH ST,Marine-Hamilton,242.0,0.808,0.0,0,0,48.33,parking_access_score,48.33,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
239,CNV-INT-0334,W 4TH ST / W CHIEF JOSEPH CRES,Lower Lonsdale,208.0,0.794,0.0,0,0,48.25,parking_access_score,48.25,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
240,CNV-INT-0433,BEWICKE AVE / W 16TH ST,Marine-Hamilton,225.0,0.802,0.0,0,0,47.99,parking_access_score,47.99,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
241,CNV-INT-0096,E 8TH ST / RIDGEWAY AVE,Central Lonsdale,21.0,0.673,0.0,0,0,47.6,parking_access_score,47.6,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
242,CNV-INT-0434,BEWICKE AVE / LARSON RD,Mahon,135.0,0.791,0.0,0,0,47.2,parking_access_score,47.2,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
243,CNV-INT-0088,E 7TH ST / ST. DAVIDS AVE,Moodyville,143.0,0.792,0.0,0,0,47.19,parking_access_score,47.19,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
244,CNV-INT-0427,LARSON RD / W 16TH ST,Mahon,181.0,0.799,0.0,0,0,47.15,parking_access_score,47.15,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
245,CNV-INT-0342,BEWICKE AVE / W 2ND ST,Marine-Hamilton,56.0,0.725,0.0,0,0,47.0,parking_access_score,47.0,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
246,CNV-INT-0219,E 21ST ST / RIDGEWAY AVE,Grand Boulevard,86.0,0.766,0.0,0,0,46.6,parking_access_score,46.6,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
247,CNV-INT-0161,E 19TH ST / RIDGEWAY AVE,Grand Boulevard,55.0,0.731,0.0,0,0,46.39,parking_access_score,46.39,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
248,CNV-INT-0365,MOSQUITO CREEK LANE / W 15TH ST,Marine-Hamilton,226.0,0.827,0.0,0,0,46.33,parking_access_score,46.33,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
249,CNV-INT-0183,E 13TH ST / MOODY AVE,Grand Boulevard,0.0,,19.0,0,2,45.37,parking_access_score,45.37,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
250,CNV-INT-0200,E 17TH ST / RIDGEWAY AVE,Grand Boulevard,85.0,0.793,0.0,0,0,44.95,parking_access_score,44.95,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
251,CNV-INT-0354,DELBRUCK AVE / W KEITH RD,Marine-Hamilton,35.0,0.732,0.0,0,0,44.91,parking_access_score,44.91,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
252,CNV-INT-0073,E ESPLANADE / ST. PATRICKS AVE,Lower Lonsdale,247.0,0.87,0.0,1,2,44.87,parking_access_score,44.87,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
253,CNV-INT-0071,ALDER ST / ST. PATRICKS AVE,Lower Lonsdale,279.0,0.895,0.0,1,2,44.06,parking_access_score,44.06,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
254,CNV-INT-0048,E 6TH ST / MOODY AVE,Moodyville,108.0,0.823,0.0,0,0,43.98,parking_access_score,43.98,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
255,CNV-INT-0360,FELL AVE / MARINE DR,Marine-Hamilton,101.0,0.831,0.0,0,0,42.92,parking_access_score,42.92,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
256,CNV-INT-0362,MOSQUITO CREEK LANE / W 14TH ST,Marine-Hamilton,195.0,0.874,0.0,0,0,42.88,parking_access_score,42.88,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
257,CNV-INT-0346,BEWICKE AVE / MARINE DR / W 3RD ST / W KEITH RD,Marine-Hamilton,159.0,0.868,0.0,0,0,42.82,parking_access_score,42.82,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
258,CNV-INT-0081,E 6TH ST / ST. DAVIDS AVE,Moodyville,193.0,0.889,0.0,0,0,41.84,parking_access_score,41.84,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
259,CNV-INT-0034,E 6TH ST / SUTHERLAND AVE,Moodyville,27.0,0.788,0.0,0,0,41.84,parking_access_score,41.84,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
260,CNV-INT-0359,MARINE DR / W 14TH ST,Marine-Hamilton,159.0,0.9,0.0,0,0,40.83,parking_access_score,40.83,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
261,CNV-INT-0422,FELL AVE / W 15TH ST,Marine-Hamilton,98.0,0.873,0.0,0,0,40.47,parking_access_score,40.47,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
262,CNV-INT-0333,FORBES AVE / W 3RD ST,Squamish Nation (Mission IR 1),45.0,0.849,0.0,0,0,38.8,parking_access_score,38.8,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
263,CNV-INT-0158,E 18TH ST / RIDGEWAY AVE,Grand Boulevard,63.0,0.937,0.0,0,0,36.17,parking_access_score,36.17,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
264,CNV-INT-0425,FELL AVE / W 16TH ST,Marine-Hamilton,61.0,0.961,0.0,0,0,35.75,parking_access_score,35.75,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
265,CNV-INT-0430,FELL AVE / TOBRUCK AVE,Marine-Hamilton,24.0,1.15,0.0,0,0,33.0,parking_access_score,33.0,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
266,CNV-INT-0489,WESTVIEW DR,Mahon,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
267,CNV-INT-0490,UPPER LEVELS HWY / WESTVIEW DR,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
268,CNV-INT-0487,JONES AVE / W 28TH ST,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
269,CNV-INT-0486,MAHON AVE / W 28TH ST,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
270,CNV-INT-0491,UPPER LEVELS HWY,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
271,CNV-INT-0492,WESTVIEW DR,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
272,CNV-INT-0493,LARSON RD / W 25TH ST,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
273,CNV-INT-0494,LARSON RD / W 26TH ST,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
274,CNV-INT-0485,JONES AVE / W 27TH ST,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
275,CNV-INT-0484,CHESTERFIELD AVE / W 28TH ST,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
276,CNV-INT-0483,W 27TH ST / WESTERN AVE,Central Lonsdale,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
277,CNV-INT-0488,W 23RD ST / W 24TH CL,Mahon,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
278,CNV-INT-0495,LARSON RD / W 27TH ST,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
279,CNV-INT-0351,HANES AVE / W 3RD ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
280,CNV-INT-0481,E 27TH ST / LONSDALE AVE / W 27TH ST,Central Lonsdale,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
281,CNV-INT-0352,MACKAY RD / W 3RD ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
282,CNV-INT-0500,W 28TH ST,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
283,CNV-INT-0350,DONAGHY AVE / W 3RD ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
284,CNV-INT-0499,LARSON RD / W 28TH ST,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
285,CNV-INT-0501,LARSON RD / W 29TH ST,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
286,CNV-INT-0361,HAMILTON AVE / MACKAY RD,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
287,CNV-INT-0502,W 28TH ST / WESTVIEW DR,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
288,CNV-INT-0347,HANES AVE / W 1ST ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
289,CNV-INT-0363,HANES AVE / MARINE DR,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
290,CNV-INT-0364,MARINE DR / W 15TH ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
291,CNV-INT-0348,MACKAY RD / W 1ST ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
292,CNV-INT-0498,WESTVIEW DR / WESTVIEW PL,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
293,CNV-INT-0497,,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
294,CNV-INT-0496,WESTVIEW CRES / WESTVIEW DR,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
295,CNV-INT-0482,CHESTERFIELD AVE / W 27TH ST,Central Lonsdale,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
296,CNV-INT-0463,EDGEMONT BLVD / WESTMORELAND CRES,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
297,CNV-INT-0480,W 26TH ST / WESTERN AVE,Central Lonsdale,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
298,CNV-INT-0440,HAMILTON AVE / W 17TH ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
299,CNV-INT-0447,LARSON RD / W 20TH ST,Mahon,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
300,CNV-INT-0446,W 19TH ST / WESTVIEW DR,Mahon,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
301,CNV-INT-0445,LARSON RD / W 19TH ST,Mahon,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
302,CNV-INT-0444,CUMBERLAND CRES / W 19TH ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
303,CNV-INT-0372,FORBES AVE / W 6TH ST,Squamish Nation (Mission IR 1),0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
304,CNV-INT-0443,FELL AVE / W 19TH ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
305,CNV-INT-0374,FORBES AVE / W 6TH ST,Squamish Nation (Mission IR 1),0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
306,CNV-INT-0442,MACKAY AVE / W KEITH RD,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
307,CNV-INT-0441,CUMBERLAND CRES / HAMILTON AVE,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
308,CNV-INT-0439,FELL AVE / W 17TH ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
309,CNV-INT-0449,W 20TH ST / WOLFE ST,Mahon,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
310,CNV-INT-0432,MACKAY AVE / W 17TH ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
311,CNV-INT-0431,HAMILTON AVE / TOBRUCK AVE,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
312,CNV-INT-0429,MACKAY RD / MARINE DR,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
313,CNV-INT-0428,MACKAY AVE / MARINE DR,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
314,CNV-INT-0426,HAMILTON AVE / W 16TH ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
315,CNV-INT-0424,CHURCHILL CRES / MACKAY RD,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
316,CNV-INT-0423,HAMILTON AVE / MARINE DR / W 16TH ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
317,CNV-INT-0421,LARSON RD / W 24TH ST,Mahon,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
318,CNV-INT-0344,DELBRUCK AVE / W 3RD ST,Squamish Nation (Mission IR 1),0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
319,CNV-INT-0448,W 20TH ST / WESTVIEW DR,Mahon,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
320,CNV-INT-0450,CARSON CRT / W 20TH ST,Mahon,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
321,CNV-INT-0479,MAHON AVE / W 27TH ST,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
322,CNV-INT-0462,EDGEMONT BLVD / W 21ST ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
323,CNV-INT-0478,JONES AVE / W 26TH ST,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
324,CNV-INT-0477,CHESTERFIELD AVE / W 26TH ST,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
325,CNV-INT-0476,MAHON AVE / W 26TH ST,Westview,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
326,CNV-INT-0469,ALDEN LANE / W 23RD ST,,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
327,CNV-INT-0468,W 23RD ST / WESTVIEW DR,Mahon,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
328,CNV-INT-0467,ALDEN LANE / WESTMORELAND CRES,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
329,CNV-INT-0466,W 22ND ST / WESTVIEW DR,Mahon,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
330,CNV-INT-0465,W 21ST ST / WESTVIEW DR,Mahon,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
331,CNV-INT-0464,MACKAY AVE / W 22ND ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
332,CNV-INT-0461,HAMILTON AVE / W 21ST ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
333,CNV-INT-0451,LARSON RD / W 20TH ST,Mahon,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
334,CNV-INT-0460,NEILSON AVE / W 21ST ST,Marine-Hamilton,0.0,,0.0,0,0,29.03,parking_access_score,29.03,Derived; see DATA_SOURCES.md for each contributing layer,"Supply from City layers; occupancy from a City survey, NOT a real-time feed."
